Fichier	Complexité en temps	Complexité en espace	Niveau difficulté
../corpus_annote2/recette_23389_annote.xml	60.75	5	2
../corpus_annote2/recette_29018_annote.xml	20.0	7	2
../corpus_annote2/recette_41525_annote.xml	13.95	6	1
../corpus_annote2/recette_17036_annote.xml	43.4	5	2
../corpus_annote2/recette_43813_annote.xml	20.0	4	1
../corpus_annote2/recette_53164_annote.xml	19.5	5	1
../corpus_annote2/recette_55933_annote.xml	26.6	7	1
../corpus_annote2/recette_44258_annote.xml	36.650000000000006	5	2
../corpus_annote2/recette_218062_annote.xml	9.25	5	2
../corpus_annote2/recette_62928_annote.xml	27.1	5	1
../corpus_annote2/recette_68637_annote.xml	19.5	3	3
../corpus_annote2/recette_81947_annote.xml	24.8	8	2
../corpus_annote2/recette_11861_annote.xml	28.0	2	3
../corpus_annote2/recette_12536_annote.xml	5.0	2	1
../corpus_annote2/recette_41758_annote.xml	20.6	8	2
../corpus_annote2/recette_40544_annote.xml	24.0	3	2
../corpus_annote2/recette_49213_annote.xml	19.75	8	1
../corpus_annote2/recette_16735_annote.xml	26.0	4	2
../corpus_annote2/recette_20532_annote.xml	7.0	2	1
../corpus_annote2/recette_90733_annote.xml	10.25	6	1
../corpus_annote2/recette_36412_annote.xml	59.0	5	2
../corpus_annote2/recette_35945_annote.xml	82.5	7	1
../corpus_annote2/recette_12029_annote.xml	21.6	3	2
../corpus_annote2/recette_57367_annote.xml	28.5	7	2
../corpus_annote2/recette_39283_annote.xml	28.2	5	2
../corpus_annote2/recette_49560_annote.xml	56.0	5	2
../corpus_annote2/recette_63958_annote.xml	40.0	9	1
../corpus_annote2/recette_26698_annote.xml	12.6	5	2
../corpus_annote2/recette_25741_annote.xml	44.1	5	2
../corpus_annote2/recette_83460_annote.xml	26.7	5	2
../corpus_annote2/recette_57414_annote.xml	23.509999999999998	8	1
../corpus_annote2/recette_28215_annote.xml	63.05	6	2
../corpus_annote2/recette_95540_annote.xml	19.509999999999998	10	1
../corpus_annote2/recette_33661_annote.xml	32.8	5	1
../corpus_annote2/recette_22184_annote.xml	31.25	6	1
../corpus_annote2/recette_16559_annote.xml	32.01	8	2
../corpus_annote2/recette_48263_annote.xml	19.5	5	1
../corpus_annote2/recette_59586_annote.xml	5.4	4	1
../corpus_annote2/recette_69358_annote.xml	45.82	10	3
../corpus_annote2/recette_91743_annote.xml	22.5	3	2
../corpus_annote2/recette_34935_annote.xml	32.4	9	1
../corpus_annote2/recette_13059_annote.xml	7.0	0	1
../corpus_annote2/recette_60110_annote.xml	15.0	3	2
../corpus_annote2/recette_22815_annote.xml	51.099999999999994	7	2
../corpus_annote2/recette_29516_annote.xml	25.9	6	1
../corpus_annote2/recette_29998_annote.xml	53.1	7	2
../corpus_annote2/recette_85928_annote.xml	11.8	4	2
../corpus_annote2/recette_15480_annote.xml	32.5	4	1
../corpus_annote2/recette_49202_annote.xml	63.059999999999995	10	2
../corpus_annote2/recette_43193_annote.xml	21.0	5	2
../corpus_annote2/recette_69125_annote.xml	15.5	2	1
../corpus_annote2/recette_211724_annote.xml	33.85	6	1
../corpus_annote2/recette_57376_annote.xml	23.2	6	2
../corpus_annote2/recette_35954_annote.xml	40.5	2	1
../corpus_annote2/recette_169580_annote.xml	30.6	6	1
../corpus_annote2/recette_84949_annote.xml	73.5	6	1
../corpus_annote2/recette_23874_annote.xml	21.25	5	1
../corpus_annote2/recette_43802_annote.xml	13.0	2	1
../corpus_annote2/recette_17027_annote.xml	15.0	4	1
../corpus_annote2/recette_81956_annote.xml	42.0	7	1
../corpus_annote2/recette_62939_annote.xml	14.0	4	1
../corpus_annote2/recette_55922_annote.xml	15.100000000000001	7	2
../corpus_annote2/recette_47390_annote.xml	34.1	6	2
../corpus_annote2/recette_57669_annote.xml	73.9	8	3
../corpus_annote2/recette_82401_annote.xml	43.5	4	2
../corpus_annote2/recette_28068_annote.xml	213.61	6	1
../corpus_annote2/recette_32600_annote.xml	64.81	6	1
../corpus_annote2/recette_229486_annote.xml	9.1	4	2
../corpus_annote2/recette_53142_annote.xml	28.5	3	1
../corpus_annote2/recette_64159_annote.xml	103.69999999999999	9	3
../corpus_annote2/recette_17010_annote.xml	17.71	4	1
../corpus_annote2/recette_21217_annote.xml	39.4	5	3
../corpus_annote2/recette_87136_annote.xml	10.5	3	1
../corpus_annote2/recette_81961_annote.xml	38.0	6	2
../corpus_annote2/recette_54787_annote.xml	25.9	10	1
../corpus_annote2/recette_55915_annote.xml	84.8	11	2
../corpus_annote2/recette_170719_annote.xml	14.7	4	1
../corpus_annote2/recette_89935_annote.xml	16.0	5	1
../corpus_annote2/recette_19813_annote.xml	28.0	7	2
../corpus_annote2/recette_174005_annote.xml	48.0	6	2
../corpus_annote2/recette_164972_annote.xml	20.0	5	2
../corpus_annote2/recette_32637_annote.xml	27.1	5	1
../corpus_annote2/recette_20514_annote.xml	43.6	7	2
../corpus_annote2/recette_49235_annote.xml	21.5	6	1
../corpus_annote2/recette_194822_annote.xml	21.0	6	2
../corpus_annote2/recette_17981_annote.xml	51.0	7	1
../corpus_annote2/recette_21708_annote.xml	20.3	5	2
../corpus_annote2/recette_36434_annote.xml	58.5	8	2
../corpus_annote2/recette_54298_annote.xml	50.21	7	2
../corpus_annote2/recette_72566_annote.xml	5.8	2	1
../corpus_annote2/recette_13213_annote.xml	27.0	7	1
../corpus_annote2/recette_61146_annote.xml	28.6	1	2
../corpus_annote2/recette_35963_annote.xml	31.8	7	1
../corpus_annote2/recette_24208_annote.xml	84.5	7	2
../corpus_annote2/recette_66783_annote.xml	43.3	6	2
../corpus_annote2/recette_175706_annote.xml	24.5	3	2
../corpus_annote2/recette_53620_annote.xml	29.15	8	1
../corpus_annote2/recette_17772_annote.xml	22.3	5	1
../corpus_annote2/recette_45700_annote.xml	18.0	8	1
../corpus_annote2/recette_25269_annote.xml	25.6	6	2
../corpus_annote2/recette_24075_annote.xml	47.7	7	2
../corpus_annote2/recette_12272_annote.xml	12.5	4	1
../corpus_annote2/recette_66970_annote.xml	14.2	3	1
../corpus_annote2/recette_94274_annote.xml	55.9	7	2
../corpus_annote2/recette_15839_annote.xml	17.02	7	1
../corpus_annote2/recette_65138_annote.xml	32.4	5	2
../corpus_annote2/recette_222776_annote.xml	19.75	4	2
../corpus_annote2/recette_52123_annote.xml	15.25	6	1
../corpus_annote2/recette_44003_annote.xml	19.0	4	1
../corpus_annote2/recette_25776_annote.xml	33.55	3	1
../corpus_annote2/recette_60438_annote.xml	25.0	6	1
../corpus_annote2/recette_57423_annote.xml	192.10000000000002	4	1
../corpus_annote2/recette_39949_annote.xml	27.5	8	2
../corpus_annote2/recette_12433_annote.xml	11.5	2	1
../corpus_annote2/recette_19930_annote.xml	21.5	5	1
../corpus_annote2/recette_29360_annote.xml	22.4	3	2
../corpus_annote2/recette_33508_annote.xml	19.0	5	1
../corpus_annote2/recette_222428_annote.xml	53.7	9	2
../corpus_annote2/recette_21334_annote.xml	30.01	7	2
../corpus_annote2/recette_167506_annote.xml	23.35	6	1
../corpus_annote2/recette_91135_annote.xml	40.1	7	1
../corpus_annote2/recette_81842_annote.xml	19.8	5	3
../corpus_annote2/recette_218167_annote.xml	15.5	3	2
../corpus_annote2/recette_61065_annote.xml	134.0	6	2
../corpus_annote2/recette_57262_annote.xml	20.0	5	1
../corpus_annote2/recette_70780_annote.xml	8.0	3	2
../corpus_annote2/recette_168688_annote.xml	29.6	7	2
../corpus_annote2/recette_13330_annote.xml	14.3	5	2
../corpus_annote2/recette_25137_annote.xml	32.5	8	1
../corpus_annote2/recette_41342_annote.xml	15.0	5	1
../corpus_annote2/recette_23960_annote.xml	25.5	5	2
../corpus_annote2/recette_33017_annote.xml	73.0	9	2
../corpus_annote2/recette_28463_annote.xml	45.35	10	2
../corpus_annote2/recette_52762_annote.xml	33.400000000000006	5	2
../corpus_annote2/recette_43087_annote.xml	45.0	3	1
../corpus_annote2/recette_64565_annote.xml	86.7	7	1
../corpus_annote2/recette_69031_annote.xml	33.0	6	2
../corpus_annote2/recette_72445_annote.xml	25.0	6	2
../corpus_annote2/recette_44642_annote.xml	25.0	6	1
../corpus_annote2/recette_36517_annote.xml	16.0	5	1
../corpus_annote2/recette_36999_annote.xml	31.5	3	2
../corpus_annote2/recette_23793_annote.xml	37.8	7	2
../corpus_annote2/recette_32076_annote.xml	31.1	7	1
../corpus_annote2/recette_29402_annote.xml	19.299999999999997	4	2
../corpus_annote2/recette_14788_annote.xml	11.0	3	1
../corpus_annote2/recette_51848_annote.xml	14.8	4	2
../corpus_annote2/recette_166078_annote.xml	106.47	10	2
../corpus_annote2/recette_37576_annote.xml	21.61	4	1
../corpus_annote2/recette_26293_annote.xml	34.0	3	1
../corpus_annote2/recette_171344_annote.xml	41.5	8	2
../corpus_annote2/recette_218605_annote.xml	51.3	4	2
../corpus_annote2/recette_18951_annote.xml	15.0	2	2
../corpus_annote2/recette_22090_annote.xml	6.5	2	1
../corpus_annote2/recette_21149_annote.xml	38.7	9	2
../corpus_annote2/recette_20355_annote.xml	22.22	4	2
../corpus_annote2/recette_69753_annote.xml	8.0	2	1
../corpus_annote2/recette_10905_annote.xml	19.009999999999998	6	2
../corpus_annote2/recette_27590_annote.xml	66.9	2	2
../corpus_annote2/recette_36275_annote.xml	56.1	8	1
../corpus_annote2/recette_54857_annote.xml	34.0	6	2
../corpus_annote2/recette_166550_annote.xml	29.5	4	3
../corpus_annote2/recette_20362_annote.xml	47.7	8	2
../corpus_annote2/recette_42940_annote.xml	85.2	8	3
../corpus_annote2/recette_10932_annote.xml	36.0	9	2
../corpus_annote2/recette_80814_annote.xml	18.7	7	1
../corpus_annote2/recette_27929_annote.xml	52.36	9	3
../corpus_annote2/recette_82240_annote.xml	10.0	3	1
../corpus_annote2/recette_34816_annote.xml	25.5	1	1
../corpus_annote2/recette_32041_annote.xml	30.1	7	1
../corpus_annote2/recette_29435_annote.xml	90.5	3	1
../corpus_annote2/recette_22936_annote.xml	21.25	2	1
../corpus_annote2/recette_84699_annote.xml	27.7	5	1
../corpus_annote2/recette_30384_annote.xml	64.5	9	1
../corpus_annote2/recette_17666_annote.xml	54.22	12	1
../corpus_annote2/recette_37541_annote.xml	12.3	6	1
../corpus_annote2/recette_171373_annote.xml	15.7	1	2
../corpus_annote2/recette_68067_annote.xml	33.01	4	2
../corpus_annote2/recette_57255_annote.xml	12.75	1	1
../corpus_annote2/recette_35877_annote.xml	25.0	7	3
../corpus_annote2/recette_71925_annote.xml	87.3	8	3
../corpus_annote2/recette_66697_annote.xml	41.8	5	1
../corpus_annote2/recette_50490_annote.xml	25.0	5	2
../corpus_annote2/recette_23957_annote.xml	24.25	6	1
../corpus_annote2/recette_175612_annote.xml	28.5	3	2
../corpus_annote2/recette_40169_annote.xml	16.5	1	1
../corpus_annote2/recette_52755_annote.xml	21.0	1	2
../corpus_annote2/recette_44675_annote.xml	65.6	9	2
../corpus_annote2/recette_13618_annote.xml	21.4	4	1
../corpus_annote2/recette_25891_annote.xml	32.9	5	2
../corpus_annote2/recette_56556_annote.xml	21.0	4	2
../corpus_annote2/recette_40476_annote.xml	19.2	4	1
../corpus_annote2/recette_30868_annote.xml	14.4	3	2
../corpus_annote2/recette_21303_annote.xml	18.4	4	1
../corpus_annote2/recette_53056_annote.xml	20.299999999999997	5	1
../corpus_annote2/recette_223603_annote.xml	13.02	2	2
../corpus_annote2/recette_55801_annote.xml	19.6	5	1
../corpus_annote2/recette_26948_annote.xml	47.7	4	2
../corpus_annote2/recette_212380_annote.xml	40.0	4	2
../corpus_annote2/recette_73230_annote.xml	22.0	4	2
../corpus_annote2/recette_171550_annote.xml	25.5	2	1
../corpus_annote2/recette_26487_annote.xml	25.2	5	1
../corpus_annote2/recette_37362_annote.xml	20.009999999999998	4	1
../corpus_annote2/recette_69458_annote.xml	45.5	9	2
../corpus_annote2/recette_167470_annote.xml	7.5	1	1
../corpus_annote2/recette_23187_annote.xml	27.75	7	2
../corpus_annote2/recette_94543_annote.xml	22.5	8	2
../corpus_annote2/recette_56417_annote.xml	17.5	3	2
../corpus_annote2/recette_82463_annote.xml	38.25	7	2
../corpus_annote2/recette_36461_annote.xml	46.04	11	1
../corpus_annote2/recette_27384_annote.xml	22.5	7	1
../corpus_annote2/recette_44734_annote.xml	21.5	5	1
../corpus_annote2/recette_72533_annote.xml	17.3	6	2
../corpus_annote2/recette_20541_annote.xml	46.8	7	2
../corpus_annote2/recette_166373_annote.xml	44.5	10	2
../corpus_annote2/recette_52614_annote.xml	13.0	5	1
../corpus_annote2/recette_23498_annote.xml	24.4	5	1
../corpus_annote2/recette_13246_annote.xml	21.0	5	1
../corpus_annote2/recette_172196_annote.xml	38.3	8	2
../corpus_annote2/recette_35936_annote.xml	19.200000000000003	4	1
../corpus_annote2/recette_68126_annote.xml	14.2	5	2
../corpus_annote2/recette_73552_annote.xml	10.2	3	2
../corpus_annote2/recette_225877_annote.xml	21.0	4	2
../corpus_annote2/recette_42190_annote.xml	18.9	8	2
../corpus_annote2/recette_48201_annote.xml	36.2	5	2
../corpus_annote2/recette_167312_annote.xml	8.3	3	1
../corpus_annote2/recette_17727_annote.xml	33.0	5	2
../corpus_annote2/recette_38291_annote.xml	28.36	10	2
../corpus_annote2/recette_29574_annote.xml	82.8	12	2
../corpus_annote2/recette_94221_annote.xml	28.0	6	3
../corpus_annote2/recette_60172_annote.xml	39.1	9	2
../corpus_annote2/recette_56375_annote.xml	19.75	5	1
../corpus_annote2/recette_70805_annote.xml	5.0	3	1
../corpus_annote2/recette_57169_annote.xml	32.0	6	1
../corpus_annote2/recette_69625_annote.xml	13.84	1	2
../corpus_annote2/recette_72251_annote.xml	27.0	6	1
../corpus_annote2/recette_64371_annote.xml	73.6	6	1
../corpus_annote2/recette_43693_annote.xml	23.0	4	1
../corpus_annote2/recette_33603_annote.xml	20.909999999999997	7	1
../corpus_annote2/recette_95522_annote.xml	37.5	8	2
../corpus_annote2/recette_32891_annote.xml	60.31	9	2
../corpus_annote2/recette_175031_annote.xml	27.0	5	2
../corpus_annote2/recette_41556_annote.xml	15.7	3	2
../corpus_annote2/recette_25723_annote.xml	40.4	6	2
../corpus_annote2/recette_12738_annote.xml	40.6	6	1
../corpus_annote2/recette_68880_annote.xml	52.2	7	2
../corpus_annote2/recette_80962_annote.xml	39.0	8	1
../corpus_annote2/recette_72266_annote.xml	9.0	0	1
../corpus_annote2/recette_48729_annote.xml	19.9	5	1
../corpus_annote2/recette_21008_annote.xml	88.0	12	2
../corpus_annote2/recette_228485_annote.xml	28.5	5	2
../corpus_annote2/recette_51098_annote.xml	25.0	7	2
../corpus_annote2/recette_33634_annote.xml	16.0	6	1
../corpus_annote2/recette_66083_annote.xml	33.0	5	1
../corpus_annote2/recette_13513_annote.xml	3.0	4	1
../corpus_annote2/recette_61646_annote.xml	47.8	1	1
../corpus_annote2/recette_73565_annote.xml	14.7	5	1
../corpus_annote2/recette_37437_annote.xml	28.0	7	1
../corpus_annote2/recette_72779_annote.xml	5.01	3	2
../corpus_annote2/recette_225840_annote.xml	7.1	3	2
../corpus_annote2/recette_16982_annote.xml	22.8	7	1
../corpus_annote2/recette_166139_annote.xml	21.25	3	2
../corpus_annote2/recette_17710_annote.xml	23.75	5	1
../corpus_annote2/recette_32137_annote.xml	23.200000000000003	6	2
../corpus_annote2/recette_29543_annote.xml	54.5	3	1
../corpus_annote2/recette_94216_annote.xml	4	4	1
../corpus_annote2/recette_60145_annote.xml	12.0	3	1
../corpus_annote2/recette_12210_annote.xml	5.5	3	1
../corpus_annote2/recette_73718_annote.xml	56.2	7	2
../corpus_annote2/recette_69170_annote.xml	32.05	9	2
../corpus_annote2/recette_219725_annote.xml	9.0	1	2
../corpus_annote2/recette_167158_annote.xml	15.6	5	1
../corpus_annote2/recette_23821_annote.xml	17.45	6	1
../corpus_annote2/recette_50968_annote.xml	12.0	4	1
../corpus_annote2/recette_201288_annote.xml	13.7	2	1
../corpus_annote2/recette_83357_annote.xml	29.5	6	1
../corpus_annote2/recette_25076_annote.xml	9	2	1
../corpus_annote2/recette_45000_annote.xml	10.5	1	2
../corpus_annote2/recette_81903_annote.xml	19.299999999999997	3	2
../corpus_annote2/recette_80791_annote.xml	15.5	2	2
../corpus_annote2/recette_53120_annote.xml	17.9	5	1
../corpus_annote2/recette_20069_annote.xml	15.75	4	1
../corpus_annote2/recette_30590_annote.xml	115.30000000000001	8	1
../corpus_annote2/recette_49748_annote.xml	4.5	3	1
../corpus_annote2/recette_222569_annote.xml	27.0	7	3
../corpus_annote2/recette_174067_annote.xml	28.5	5	2
../corpus_annote2/recette_32655_annote.xml	33.0	9	2
../corpus_annote2/recette_164910_annote.xml	12.0	3	1
../corpus_annote2/recette_29221_annote.xml	70.5	3	1
../corpus_annote2/recette_19871_annote.xml	36.15	5	1
../corpus_annote2/recette_83648_annote.xml	12.0	5	1
../corpus_annote2/recette_28363_annote.xml	30.049999999999997	5	2
../corpus_annote2/recette_39486_annote.xml	47.5	8	1
../corpus_annote2/recette_18933_annote.xml	50.1	11	2
../corpus_annote2/recette_70080_annote.xml	40.45	5	2
../corpus_annote2/recette_25637_annote.xml	23.400000000000002	7	1
../corpus_annote2/recette_13430_annote.xml	9.5	5	1
../corpus_annote2/recette_168188_annote.xml	9.2	3	1
../corpus_annote2/recette_54835_annote.xml	35.0	5	2
../corpus_annote2/recette_86016_annote.xml	59.5	6	1
../corpus_annote2/recette_29460_annote.xml	57.60000000000001	7	2
../corpus_annote2/recette_24134_annote.xml	61.0	8	2
../corpus_annote2/recette_46798_annote.xml	33.25	9	1
../corpus_annote2/recette_227628_annote.xml	24.91	6	2
../corpus_annote2/recette_37514_annote.xml	25.259999999999998	4	1
../corpus_annote2/recette_112796_annote.xml	20.5	8	3
../corpus_annote2/recette_73446_annote.xml	145.24999999999997	16	3
../corpus_annote2/recette_45641_annote.xml	17.5	7	2
../corpus_annote2/recette_171326_annote.xml	22.75	7	2
../corpus_annote2/recette_21434_annote.xml	25.0	3	2
../corpus_annote2/recette_49109_annote.xml	53.400000000000006	10	2
../corpus_annote2/recette_105824_annote.xml	39.0	8	2
../corpus_annote2/recette_32269_annote.xml	31.8	6	1
../corpus_annote2/recette_28401_annote.xml	65.5	6	2
../corpus_annote2/recette_33075_annote.xml	32.5	6	1
../corpus_annote2/recette_24349_annote.xml	58.91	7	2
../corpus_annote2/recette_25155_annote.xml	17.5	5	1
../corpus_annote2/recette_92591_annote.xml	18.25	4	1
../corpus_annote2/recette_225790_annote.xml	87.5	10	2
../corpus_annote2/recette_11097_annote.xml	67.0	3	3
../corpus_annote2/recette_21649_annote.xml	48.900000000000006	6	1
../corpus_annote2/recette_194963_annote.xml	15.5	4	2
../corpus_annote2/recette_29302_annote.xml	22.58	7	2
../corpus_annote2/recette_15294_annote.xml	21.0	4	1
../corpus_annote2/recette_24656_annote.xml	19.7	3	1
../corpus_annote2/recette_212294_annote.xml	18.5	5	2
../corpus_annote2/recette_224093_annote.xml	59.0	8	3
../corpus_annote2/recette_68750_annote.xml	29.8	1	1
../corpus_annote2/recette_21356_annote.xml	31.900000000000002	5	2
../corpus_annote2/recette_17151_annote.xml	4.25	3	1
../corpus_annote2/recette_59392_annote.xml	8.45	3	1
../corpus_annote2/recette_167564_annote.xml	23.2	7	1
../corpus_annote2/recette_85385_annote.xml	28.5	8	2
../corpus_annote2/recette_29335_annote.xml	33.6	8	2
../corpus_annote2/recette_28129_annote.xml	70.3	4	1
../corpus_annote2/recette_35184_annote.xml	12.0	2	2
../corpus_annote2/recette_24661_annote.xml	17.3	6	2
../corpus_annote2/recette_37241_annote.xml	63.3	10	4
../corpus_annote2/recette_55863_annote.xml	16.61	4	1
../corpus_annote2/recette_81817_annote.xml	19.0	5	1
../corpus_annote2/recette_21361_annote.xml	8.5	3	1
../corpus_annote2/recette_53034_annote.xml	29.5	6	1
../corpus_annote2/recette_65233_annote.xml	16.1	4	1
../corpus_annote2/recette_41317_annote.xml	35.9	8	1
../corpus_annote2/recette_12179_annote.xml	27.6	5	3
../corpus_annote2/recette_13365_annote.xml	42.6	5	1
../corpus_annote2/recette_34687_annote.xml	16.509999999999998	5	1
../corpus_annote2/recette_44617_annote.xml	28.5	3	1
../corpus_annote2/recette_68278_annote.xml	48.7	7	2
../corpus_annote2/recette_36542_annote.xml	9.5	4	1
../corpus_annote2/recette_64530_annote.xml	30.9	6	2
../corpus_annote2/recette_52737_annote.xml	29.700000000000003	6	2
../corpus_annote2/recette_20462_annote.xml	28.509999999999998	8	1
../corpus_annote2/recette_86743_annote.xml	13.7	2	1
../corpus_annote2/recette_29457_annote.xml	38.5	9	1
../corpus_annote2/recette_32023_annote.xml	15.5	0	1
../corpus_annote2/recette_22954_annote.xml	49.2	5	2
../corpus_annote2/recette_12304_annote.xml	12.75	8	1
../corpus_annote2/recette_24103_annote.xml	49.7	11	2
../corpus_annote2/recette_82222_annote.xml	66.9	10	2
../corpus_annote2/recette_91602_annote.xml	13.2	4	1
../corpus_annote2/recette_63188_annote.xml	47.400000000000006	2	2
../corpus_annote2/recette_21403_annote.xml	8.4	1	1
../corpus_annote2/recette_17604_annote.xml	22.509999999999998	5	2
../corpus_annote2/recette_6932_annote.xml	16.5	3	2
../corpus_annote2/recette_48322_annote.xml	33.2	4	3
../corpus_annote2/recette_53756_annote.xml	25.5	7	1
../corpus_annote2/recette_229292_annote.xml	14.5	6	1
../corpus_annote2/recette_65551_annote.xml	63.5	8	2
../corpus_annote2/recette_16896_annote.xml	32.0	7	2
../corpus_annote2/recette_175112_annote.xml	216.2	4	3
../corpus_annote2/recette_29148_annote.xml	13.5	4	1
../corpus_annote2/recette_28354_annote.xml	32.91	4	3
../corpus_annote2/recette_165865_annote.xml	29.2	3	2
../corpus_annote2/recette_24892_annote.xml	25.85	7	3
../corpus_annote2/recette_61752_annote.xml	69.8	12	2
../corpus_annote2/recette_56749_annote.xml	29.0	6	2
../corpus_annote2/recette_19796_annote.xml	156.5	6	1
../corpus_annote2/recette_13889_annote.xml	43.1	4	2
../corpus_annote2/recette_10950_annote.xml	23.5	4	2
../corpus_annote2/recette_166532_annote.xml	37.91	9	2
../corpus_annote2/recette_222600_annote.xml	68.75	8	2
../corpus_annote2/recette_228591_annote.xml	28.0	5	1
../corpus_annote2/recette_53249_annote.xml	18.5	6	1
../corpus_annote2/recette_20300_annote.xml	41.5	4	1
../corpus_annote2/recette_20182_annote.xml	32.5	5	1
../corpus_annote2/recette_62887_annote.xml	19.0	5	1
../corpus_annote2/recette_11540_annote.xml	23.35	5	3
../corpus_annote2/recette_81466_annote.xml	15.1	3	1
../corpus_annote2/recette_213040_annote.xml	14.0	2	2
../corpus_annote2/recette_71029_annote.xml	11.7	3	1
../corpus_annote2/recette_25482_annote.xml	18.2	3	1
../corpus_annote2/recette_12499_annote.xml	20.21	7	3
../corpus_annote2/recette_82931_annote.xml	24.0	6	1
../corpus_annote2/recette_40865_annote.xml	26.0	3	3
../corpus_annote2/recette_14040_annote.xml	8.0	1	1
../corpus_annote2/recette_95683_annote.xml	16.2	5	2
../corpus_annote2/recette_229010_annote.xml	20.5	7	2
../corpus_annote2/recette_195739_annote.xml	23.0	2	2
../corpus_annote2/recette_31378_annote.xml	25.5	5	1
../corpus_annote2/recette_20813_annote.xml	34.25	12	2
../corpus_annote2/recette_17808_annote.xml	17.0	6	1
../corpus_annote2/recette_30164_annote.xml	67.0	9	4
../corpus_annote2/recette_54311_annote.xml	75.16	6	2
../corpus_annote2/recette_26044_annote.xml	7.85	1	2
../corpus_annote2/recette_72861_annote.xml	11.5	0	1
../corpus_annote2/recette_47731_annote.xml	37.5	6	2
../corpus_annote2/recette_173256_annote.xml	62.0	9	1
../corpus_annote2/recette_24381_annote.xml	25.1	4	2
../corpus_annote2/recette_51611_annote.xml	14.8	6	2
../corpus_annote2/recette_22758_annote.xml	17.0	3	1
../corpus_annote2/recette_16869_annote.xml	26.3	5	1
../corpus_annote2/recette_228071_annote.xml	22.25	7	2
../corpus_annote2/recette_72692_annote.xml	15.5	2	1
../corpus_annote2/recette_44495_annote.xml	80.5	4	2
../corpus_annote2/recette_19276_annote.xml	74.5	7	1
../corpus_annote2/recette_172237_annote.xml	26.799999999999997	8	2
../corpus_annote2/recette_40389_annote.xml	36.0	5	3
../corpus_annote2/recette_23739_annote.xml	92.2	7	2
../corpus_annote2/recette_42553_annote.xml	25.2	8	2
../corpus_annote2/recette_31894_annote.xml	59.0	8	2
../corpus_annote2/recette_30606_annote.xml	30.5	4	1
../corpus_annote2/recette_7240_annote.xml	36.7	11	2
../corpus_annote2/recette_45396_annote.xml	23.0	3	1
../corpus_annote2/recette_26726_annote.xml	27.799999999999997	6	2
../corpus_annote2/recette_63468_annote.xml	34.8	8	2
../corpus_annote2/recette_13876_annote.xml	46.8	10	1
../corpus_annote2/recette_88453_annote.xml	50.1	6	2
../corpus_annote2/recette_70048_annote.xml	19.5	6	1
../corpus_annote2/recette_95870_annote.xml	12.5	6	2
../corpus_annote2/recette_15021_annote.xml	27.7	4	3
../corpus_annote2/recette_41804_annote.xml	12.5	4	1
../corpus_annote2/recette_166974_annote.xml	16.0	5	1
../corpus_annote2/recette_62643_annote.xml	46.5	9	2
../corpus_annote2/recette_26711_annote.xml	20.0	6	2
../corpus_annote2/recette_60586_annote.xml	22.3	5	1
../corpus_annote2/recette_67343_annote.xml	10.5	5	1
../corpus_annote2/recette_15016_annote.xml	35.0	5	3
../corpus_annote2/recette_29180_annote.xml	12.0	4	1
../corpus_annote2/recette_85130_annote.xml	87.55	10	2
../corpus_annote2/recette_38665_annote.xml	30.0	5	1
../corpus_annote2/recette_50358_annote.xml	55.300000000000004	7	1
../corpus_annote2/recette_41833_annote.xml	22.6	7	1
../corpus_annote2/recette_59881_annote.xml	19.0	6	1
../corpus_annote2/recette_228046_annote.xml	14.8	6	2
../corpus_annote2/recette_43267_annote.xml	50.0	10	1
../corpus_annote2/recette_218698_annote.xml	17.9	6	2
../corpus_annote2/recette_55347_annote.xml	140.5	9	2
../corpus_annote2/recette_19241_annote.xml	35.9	3	2
../corpus_annote2/recette_168468_annote.xml	45.31	12	1
../corpus_annote2/recette_34432_annote.xml	23.5	5	1
../corpus_annote2/recette_61285_annote.xml	20.85	8	1
../corpus_annote2/recette_22512_annote.xml	24.0	6	1
../corpus_annote2/recette_39166_annote.xml	28.6	7	3
../corpus_annote2/recette_28683_annote.xml	10.5	2	1
../corpus_annote2/recette_15987_annote.xml	16.5	5	2
../corpus_annote2/recette_64976_annote.xml	23.71	5	1
../corpus_annote2/recette_36904_annote.xml	25.6	3	1
../corpus_annote2/recette_11068_annote.xml	51.8	8	3
../corpus_annote2/recette_26073_annote.xml	24.9	4	1
../corpus_annote2/recette_46994_annote.xml	20.9	6	2
../corpus_annote2/recette_165341_annote.xml	36.6	5	2
../corpus_annote2/recette_14568_annote.xml	29.9	10	1
../corpus_annote2/recette_38107_annote.xml	30.9	5	2
../corpus_annote2/recette_85652_annote.xml	25.3	4	1
../corpus_annote2/recette_48806_annote.xml	22.0	6	2
../corpus_annote2/recette_86294_annote.xml	98.1	8	1
../corpus_annote2/recette_81451_annote.xml	25.099999999999998	5	2
../corpus_annote2/recette_37289_annote.xml	24.11	7	2
../corpus_annote2/recette_55425_annote.xml	12.9	5	1
../corpus_annote2/recette_56972_annote.xml	15.5	3	2
../corpus_annote2/recette_47219_annote.xml	36.8	6	2
../corpus_annote2/recette_40852_annote.xml	25.499999999999996	6	1
../corpus_annote2/recette_14077_annote.xml	13.0	4	1
../corpus_annote2/recette_94826_annote.xml	20.0	6	2
../corpus_annote2/recette_220770_annote.xml	18.5	5	2
../corpus_annote2/recette_35212_annote.xml	19.0	3	1
